noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,False,False,72996,New York,4,4.5
False,True,False,38775,New York,4,11.78
False,True,False,41366,London,2,40.84
False,False,False,42025,New York,3,9.16
False,True,False,30045,New York,2,3.87
False,True,False,41394,New York,3,12.84
False,True,True,36365,New York,0,7.25
False,True,False,62590,New York,3,4.21
True,False,False,61642,New York,4,19.56
False,True,True,47278,New York,2,2.44
False,True,True,42952,New York,1,2.44
False,True,True,61601,New York,3,3.57
False,True,False,38202,Tokyo,4,71.81
False,True,False,52745,Tokyo,3,9.41
False,False,False,56187,New York,2,3.16
False,True,False,49410,New York,1,2.48
False,False,False,28775,New York,4,13.82
False,True,True,25004,New York,1,6.76
False,False,False,20238,New York,4,6.2
False,False,False,25607,New York,0,2.33
False,False,False,24365,New York,0,65.93
False,True,False,18035,New York,0,16.58
False,True,True,22775,New York,1,4.02
False,False,False,29541,New York,1,7.96
False,False,False,27896,New York,2,4.26
False,True,True,32997,New York,0,9.3
False,False,False,15863,London,1,5.38
False,True,False,11319,New York,1,7.03
False,True,False,15800,New York,2,2.84
False,True,False,23548,New York,3,1.74
False,True,False,31372,New York,2,6.07
False,False,False,70176,New York,3,2.44
False,True,False,79394,New York,0,4.62
False,True,False,78409,New York,3,2.69
False,True,False,56055,New York,0,4.55
False,False,False,68756,New York,2,2.26
False,True,False,69362,New York,0,20.49
False,True,False,30793,New York,1,4.08
False,True,False,62483,New York,3,6.91
False,True,False,80844,New York,3,7.0
False,True,False,65886,New York,1,7.91
False,True,False,83238,New York,2,13.94
False,False,False,46342,New York,2,2.16
False,True,False,38268,New York,0,5.79
False,True,False,44189,New York,2,2.19
False,False,False,40191,New York,0,1.45
False,True,False,48907,New York,2,2.24
False,False,False,36462,New York,0,2.83
False,True,False,40359,New York,2,5.0
False,True,True,31356,Tokyo,0,3.74
False,True,True,27551,New York,1,6.85
False,True,False,34438,New York,3,7.26
False,True,False,8742,New York,3,3.01
False,True,True,27044,New York,3,2.89
False,False,False,19796,New York,0,19.59
False,True,False,26701,New York,2,2.01
False,False,False,21780,New York,4,3.13
False,False,False,23555,New York,1,3.21
False,True,True,20514,New York,0,4.95
False,True,False,15151,New York,1,1.74
False,True,False,22360,New York,4,3126.15
False,True,False,18762,New York,2,7.66
False,True,False,17748,New York,3,9.69
False,False,False,14498,New York,4,8.4
False,True,False,15052,New York,4,2.29
False,True,False,17792,New York,3,3.15
False,True,False,21525,New York,4,3.54
False,True,False,15914,New York,3,2.72
False,True,False,13143,New York,2,3.89
False,True,False,16276,London,2,1.58
False,False,False,20450,New York,4,2.84
False,False,False,22855,New York,4,5.93
False,True,False,25998,Tokyo,3,7.94
False,True,False,43399,New York,4,13.22
False,True,False,40932,New York,1,38.36
False,True,False,37280,New York,4,23.54
False,True,False,38640,New York,2,4.5
False,False,False,30331,New York,0,8.67
False,False,False,31533,New York,4,22.57
False,True,False,39170,New York,1,12.42
False,False,False,30814,New York,0,10.39
False,False,False,21858,New York,3,65.61
False,True,False,34017,New York,2,7.51
False,True,False,72430,London,2,11.9
False,False,False,84155,New York,4,24.19
True,True,False,104548,New York,4,26.05
False,True,False,49103,New York,4,30.43
False,True,False,55335,London,4,6.21
False,True,False,29339,New York,1,8.19
False,True,False,40043,New York,3,15.23
False,True,False,58114,New York,0,7.68
False,False,False,18561,London,3,27.13
False,True,False,34987,New York,3,4.55
False,True,False,38168,New York,4,5.79
False,True,False,43094,New York,0,6.15
False,True,False,70732,New York,3,17.65
False,True,False,41147,London,3,16.21
False,True,False,52047,New York,1,8.28
False,False,False,38892,New York,1,2.93
False,True,False,34759,Tokyo,1,10.58
False,True,False,54749,New York,2,4.27
False,False,False,12084,New York,0,16.7
False,True,False,76522,New York,0,20.05
False,False,False,62355,New York,4,8.71
False,True,False,33711,New York,2,8.78
False,True,False,78817,London,2,11.7
False,True,False,23518,New York,2,12.67
False,True,False,21630,New York,0,8.99
False,True,False,54984,New York,2,2.29
False,True,False,47136,Tokyo,1,26.48
False,True,False,64346,New York,2,4.58
False,True,False,61869,New York,2,33.23
False,True,False,77306,New York,1,3.52
False,True,False,76317,New York,2,6.27
False,True,False,67976,New York,1,8.72
False,False,False,60480,New York,2,5.49
False,True,False,65524,New York,2,2.96
False,True,False,89317,New York,2,8.1
False,True,False,99359,New York,3,2512.8
False,False,False,81214,New York,1,2458.48
False,True,False,22874,New York,1,3.46
True,True,False,155767,New York,2,57.2
True,False,False,173807,New York,3,42.73
True,False,False,176213,New York,4,35.76
True,True,False,321387,New York,3,33.79
True,True,False,283905,New York,2,4.19
True,True,False,163185,New York,4,47.05
False,True,False,61561,New York,4,28.15
False,True,False,49011,New York,2,56.67
False,True,False,10667,New York,1,8.44
True,True,False,118817,Tokyo,0,2007.12
False,True,False,71716,New York,1,5.23
False,False,False,36968,New York,4,1819.75
False,False,False,28108,New York,1,270.62
False,True,False,36884,New York,2,82.64
False,False,False,32166,New York,2,50.34
False,True,False,33313,New York,3,18.17
False,True,False,34101,New York,4,162.51
False,True,False,36474,New York,3,23.0
False,True,False,29416,New York,0,18.1
False,True,False,32005,London,0,18.36
False,False,False,33300,New York,4,18.44
False,True,False,23977,Tokyo,4,13.81
False,False,False,27003,New York,1,8.11
False,True,False,31582,New York,2,1105.67
False,True,False,29420,New York,0,15.82
False,False,False,24569,New York,2,18.84
False,True,False,33443,New York,2,15.73
